2022-05-05 17:41:02,411 : 28948070 [http-nio-6789-exec-93] DEBUG com.btsl.util.BTSLUtil  - getOptionDesc :: Entered: p_code= p_list=[ListValueBean[PAN, PAN], ListValueBean[Passport, PASSPORT], ListValueBean[Aadhar No, AADHAR]]
2022-05-05 17:41:02,412 : 28948071 [http-nio-6789-exec-93] DEBUG com.btsl.util.BTSLUtil  - getOptionDesc :: Exited: vo=ListValueBean[null, null]
2022-05-05 17:41:02,413 : 28948072 [http-nio-6789-exec-93] DEBUG com.btsl.pretups.channel.transfer.requesthandler.FetchChannelUserDetailsController  - getOptionalDesc :: Entered: p_code=[Ljava.lang.String;@1f68b2a p_list=[ListValueBean[Demand Draft, DD], ListValueBean[Cheque, CHQ], ListValueBean[Others, OTH], ListValueBean[Cash, CASH], ListValueBean[Online, ONLINE]]
2022-05-05 17:41:02,414 : 28948073 [http-nio-6789-exec-93] DEBUG com.btsl.pretups.channel.transfer.requesthandler.FetchChannelUserDetailsController  - getOptionalDesc :: Exited: optionalDesc=Demand Draft,Cheque,Others,Cash,Online
2022-05-05 17:41:02,403 : 28948062 [http-nio-6789-exec-102] DEBUG com.btsl.user.businesslogic.UserDAO  - getCategoryNameFromCatCode :: get():: Entered getCategoryNameFromCatCode:
2022-05-05 17:41:02,415 : 28948074 [http-nio-6789-exec-93] DEBUG com.btsl.pretups.channel.transfer.requesthandler.FetchChannelUserDetailsController  - setDetailsOnForm :: Exiting
2022-05-05 17:41:02,417 : 28948076 [http-nio-6789-exec-102] DEBUG com.btsl.user.businesslogic.UserDAO  - getCategoryNameFromCatCode :: Exiting getCategoryNameFromCatCode:SE
2022-05-05 17:41:02,418 : 28948077 [http-nio-6789-exec-102] DEBUG com.btsl.user.businesslogic.UserDAO  - getUsersInHierachyWithCat :: get():: Entered getUsersInHierachyWithCat:
2022-05-05 17:41:02,417 : 28948076 [http-nio-6789-exec-93] DEBUG com.btsl.pretups.channel.transfer.requesthandler.FetchChannelUserDetailsController  - showParentSearch :: Exiting
2022-05-05 17:41:02,419 : 28948078 [http-nio-6789-exec-93] DEBUG com.btsl.user.businesslogic.UserDAO  - loadUserDetailsFormUserID :: Entered: p_userID=NGD0000032308
2022-05-05 17:41:02,420 : 28948079 [http-nio-6789-exec-102] DEBUG com.btsl.user.businesslogic.UserDAO  - getUsersInHierachyWithCat :: Exiting userName:[GetDomainCatParentCatParentUserMsg [parentUserName=AUTFN6751 AUTLN4189, parentMsisdn=724699085750159, ParentUserId=NGSE0000032309, parentLoginId=AUT_19995, userStatus=Y]]
2022-05-05 17:41:02,421 : 28948080 [http-nio-6789-exec-102] DEBUG com.btsl.user.businesslogic.UserDAO  - getCategoryNameFromCatCode :: get():: Entered getCategoryNameFromCatCode:
2022-05-05 17:41:02,420 : 28948079 [http-nio-6789-exec-93] DEBUG com.btsl.user.businesslogic.UserDAO  - loadUserDetailsFormUserID :: Query: SELECT U.address1, U.address2, U.allowed_days, U.allowed_ip, U.appointment_date, U.batch_id,U.creation_type, U.category_code, U.city, U.contact_no, U.contact_person, U.country, U.created_by, U.created_on, U.creation_type, U.department, U.designation, U.division, U.email, U.employee_code, U.external_code, U.from_time,  U.invalid_password_count, U.last_login_on, U.level1_approved_by, U.level1_approved_on, U.level2_approved_by, U.level2_approved_on, U.login_id, U.modified_by, U.modified_on, U.network_code,U.company,U.fax,U.firstname,U.lastname,  U.owner_id, U.parent_id, U.password, U.password_count_updated_on, U.previous_status, U.pswd_modified_on, U.reference_id, U.remarks, U.short_name, U.ssn,U.rsaflag, U.state, U.status userstatus, U.to_time, U.user_code, U.user_id, U.user_name, U.user_name_prefix, U.user_type, CU.activated_on, CU.comm_profile_set_id, CU.contact_person, CU.in_suspend, CU.out_suspend, CU.outlet_code, CU.suboutlet_code, CU.transfer_profile_id, CU.user_grade, C.agent_allowed, C.category_name, C.category_type, C.domain_allowed, C.domain_code, C.fixed_domains, C.fixed_roles, C.grph_domain_type, C.hierarchy_allowed, C.max_login_count, C.max_txn_msisdn, C.multiple_grph_domains, C.multiple_login_allowed, C.outlets_allowed,  C.parent_category_code, C.product_types_allowed, C.restricted_msisdns,C.scheduled_transfer_allowed, C.sequence_no catseq, C.services_allowed,  C.sms_interface_allowed, C.status, C.transfertolistonly, C.uncntrl_transfer_allowed,C.user_id_prefix, C.view_on_network_block, C.web_interface_allowed,  UP.msisdn, UP.description, UP.sms_pin, UP.pin_required, UP.phone_profile, UP.phone_language, UP.country coun , UP.invalid_pin_count, UP.last_transaction_status, UP.last_transaction_on, UP.pin_modified_on, UP.last_transfer_id, UP.last_transfer_type, UP.temp_transfer_id, UP.first_invalid_pin_time,  CU.application_id, CU.mpay_profile_id, CU.user_profile_id, CU.mcommerce_service_allow, UP.PREFIX_ID,l.lookup_name,  USR_CRBY.user_name created_by_name,u.AUTHENTICATION_ALLOWED  FROM users U left join user_phones UP on (UP.user_id=U.user_id and UP.primary_number='Y' )  left join (users PRNT_USR left join categories  PRNT_CAT on PRNT_CAT.category_code=PRNT_USR.category_code) on  PRNT_USR.user_id=U.parent_id  left join users USR_CRBY on USR_CRBY.user_id = U.created_by , channel_users CU, categories C,  lookups l WHERE CU.user_id=U.user_id AND U.category_code=C.category_code AND U.user_id=?  AND U.status = l.lookup_code AND l.lookup_type= ? 
2022-05-05 17:41:02,423 : 28948082 [http-nio-6789-exec-102] DEBUG com.btsl.user.businesslogic.UserDAO  - getCategoryNameFromCatCode :: Exiting getCategoryNameFromCatCode:AG
2022-05-05 17:41:02,424 : 28948083 [http-nio-6789-exec-102] DEBUG com.btsl.user.businesslogic.UserDAO  - getUsersInHierachyWithCat :: get():: Entered getUsersInHierachyWithCat:
2022-05-05 17:41:02,424 : 28948083 [http-nio-6789-exec-93] DEBUG com.btsl.pretups.gateway.businesslogic.MessageGatewayForCategoryCache  - getMessagegatewayforcategoryList() :: entered p_categoryCode: DIST
2022-05-05 17:41:02,426 : 28948085 [http-nio-6789-exec-93] DEBUG com.btsl.pretups.gateway.businesslogic.MessageGatewayForCategoryCache  - getMessagegatewayforcategoryList() :: exited messageGatewayForCategoryList: [EXTGW, MAPPGW, REST, SMSC, USSD, WEB]
2022-05-05 17:41:02,426 : 28948085 [http-nio-6789-exec-102] DEBUG com.btsl.user.businesslogic.UserDAO  - getUsersInHierachyWithCat :: Exiting userName:[GetDomainCatParentCatParentUserMsg [parentUserName=AUTFN7086 AUTLN1035, parentMsisdn=728916899742500, ParentUserId=NGAG0000032310, parentLoginId=AUT_08837, userStatus=Y], GetDomainCatParentCatParentUserMsg [parentUserName=AUTFN5575 AUTLN8034, parentMsisdn=723932049199625, ParentUserId=NGAG0000032311, parentLoginId=AUT_87570, userStatus=DR]]
2022-05-05 17:41:02,428 : 28948087 [http-nio-6789-exec-102] DEBUG com.btsl.pretups.gateway.util.RestAPIStringParser  - getMessage :: Entered: p_requestVO=9020
2022-05-05 17:41:02,429 : 28948088 [http-nio-6789-exec-102] DEBUG com.btsl.util.BTSLUtil  - getMessage :: Entered
2022-05-05 17:41:02,430 : 28948089 [http-nio-6789-exec-102] DEBUG com.btsl.util.BTSLUtil  - getMessage :: entered locale English (United States) key: 9020 args: null
2022-05-05 17:41:02,430 : 28948089 [http-nio-6789-exec-102] DEBUG com.btsl.util.MessagesCaches  - get :: p_locale: en_US
2022-05-05 17:41:02,431 : 28948090 [http-nio-6789-exec-102] DEBUG com.btsl.util.MessagesCache  - getProperty :: Entered: key is = 9020
2022-05-05 17:41:02,432 : 28948091 [http-nio-6789-exec-102] DEBUG com.btsl.pretups.master.businesslogic.LocaleMasterCache  - getLocaleDetailsFromlocale() :: Entered p_key=en_US
2022-05-05 17:41:02,433 : 28948092 [http-nio-6789-exec-102] DEBUG com.btsl.util.MessagesCache  - getProperty :: Bundle messages =: mclass^2&pid^61:7618:Success
2022-05-05 17:41:02,434 : 28948093 [http-nio-6789-exec-102] DEBUG com.btsl.pretups.master.businesslogic.LocaleMasterCache  - getLocaleDetailsFromlocale() :: Entered p_key=en_US
2022-05-05 17:41:02,435 : 28948094 [http-nio-6789-exec-102] DEBUG com.btsl.util.BTSLUtil  - getMessage :: Exiting message: mclass^2&pid^61:7618:Success
2022-05-05 17:41:02,436 : 28948095 [http-nio-6789-exec-102] DEBUG com.btsl.pretups.master.businesslogic.LocaleMasterCache  - getLocaleDetailsFromlocale() :: Entered p_key=en_US
2022-05-05 17:41:02,427 : 28948086 [http-nio-6789-exec-93] DEBUG com.btsl.user.businesslogic.UserDAO  - loadUserDetailsFormUserID :: Exiting channelUserVO:User ID =NGD0000032308,User Name =AUTFN1393 AUTLN2379,Network ID =NG,Login ID =AUT_48675,Category Code =DIST,Parent ID =ROOT,Parent Name =null,Owner ID =NGD0000032308,Allowed IPs =,Allowed Days =1,2,3,4,5,6,7,From Time =00:00,To Time =23:59,Last Log On =null,Parent ID =ROOT,Emp Code =555349,Status =Y,Previous Status =null,Email =55adh@mail.com,Password Modified On =null,Contact No =287399,Designation =,Division Code =null,Department Code =null,Msisdn =720231342216284,User Type =CHANNEL,Cretated On =Wed Jan 13 12:50:49 IST 2021,Created By =NGSB0000032298,Address 1 =Add16744,Address 2 =Add25655,City=City3438,State =State8409,Country =Country19,SSN =,User Name Prefix =MR,External Code =052013798,User Code =720231342216284,Short Name =AUTSN1495,Reference ID =null,Domain ID =DIST,Domain Name =null,Network Name =null,Message =null,Valid Request URLs =null,Valid Status =0,Geographical Status =null,Appointment Date =null,Owner Msisdnnull,Owner CategoryName =null,OwnerID =NGD0000032308,OwnerName =null,Parent Msisdnnull,ParentCategoryName =null,ParentID =ROOT,ParentName =null,UsingNewSTK =false,FxedInfoStr =null,UpdateSimRequired =false,InvalidPasswordCount =0,FxedInfoStr =null,PasswordCountUpdatedOn =null,Report Header Namenull,Logger Messgenull,Remote Addressnull,Browser Typenull,Login Timenull,Active UserIDnull,Document Typenull,Document Nonull,Payment TypenullUser Grade =AUT60284,TransferProfileID =1100,CommissionProfileSetID =3792,InSuspend =N,OutSuspened=N,GeographicalCode =null,OutletCode =null,SubOutletCode=null,ActivatedOn=null,UserBalance=null,Application ID=2,MpayProfileID=,UserProfileID=NGD0000032308,AccessType=null,M-Commerce Service Allow=N,Low Balance Alert Allow=null,PrimaryMsisdnPin=null,Alert Msisdn=null,_lmsProfile=null,_lmsProfileId=null, sosAllowed = null, sosAllowedAmount = 0, sosThresholdLimit = 0, catgeoryList = null
2022-05-05 17:41:02,437 : 28948096 [http-nio-6789-exec-102] DEBUG com.btsl.pretups.channel.transfer.requesthandler.GetChannelUsersListController  - getDomainCatParentCat ::  Exited 
2022-05-05 17:41:02,439 : 28948098 [http-nio-6789-exec-102] DEBUG com.btsl.pretups.channel.transfer.requesthandler.GetChannelUsersListController  - getDomainCatParentCat :: com.btsl.user.businesslogic.GetDomainCategoryParentCatResponseVO@1b46181
2022-05-05 17:41:02,438 : 28948097 [http-nio-6789-exec-93] DEBUG com.btsl.pretups.channel.transfer.requesthandler.FetchChannelUserDetailsController  - setUserDetailsResponse :: Entered... 
2022-05-05 17:41:02,441 : 28948100 [http-nio-6789-exec-93] DEBUG com.btsl.pretups.channel.transfer.requesthandler.FetchChannelUserDetailsController  - loadUserBalances :: Entered... 
2022-05-05 17:41:02,442 : 28948101 [http-nio-6789-exec-93] DEBUG com.btsl.pretups.user.businesslogic.UserBalancesDAO  - loadUserBalances :: Entered p_userId=NGD0000032308
2022-05-05 17:41:02,443 : 28948102 [http-nio-6789-exec-93] DEBUG com.btsl.pretups.user.businesslogic.UserBalancesDAO  - loadUserBalances :: Query=SELECT ub.balance,ub.prev_balance,p.product_short_code,p.product_name,u.msisdn,u.user_name,u.address1,p.product_code,p.unit_value FROM users u,user_balances ub,products p WHERE ub.product_code=p.product_code AND u.user_id=ub.user_id AND ub.user_id=? AND u.status<>'N' AND u.status<>'C' 
2022-05-05 17:41:02,445 : 28948104 [http-nio-6789-exec-93] DEBUG com.btsl.pretups.user.businesslogic.UserBalancesDAO  - loadUserBalances :: Exiting:list size=2
2022-05-05 17:41:02,446 : 28948105 [http-nio-6789-exec-93] DEBUG com.btsl.pretups.util.PretupsBL  - getDisplayAmount :: Entered: p_amountStr=1585800
2022-05-05 17:41:02,448 : 28948107 [http-nio-6789-exec-93] DEBUG com.btsl.pretups.util.PretupsBL  - getDisplayAmount :: Entered: p_amountStr=207200
2022-05-05 17:41:02,449 : 28948108 [http-nio-6789-exec-93] DEBUG com.btsl.pretups.util.PretupsBL  - getDisplayAmount :: Entered: p_amountStr=0
2022-05-05 17:41:02,449 : 28948108 [http-nio-6789-exec-93] DEBUG com.btsl.pretups.channel.transfer.requesthandler.FetchChannelUserDetailsController  - BarredUserDetailsVO :: Entered... 
2022-05-05 17:41:02,450 : 28948109 [http-nio-6789-exec-93] DEBUG com.btsl.pretups.channel.transfer.requesthandler.FetchChannelUserDetailsController  - loadUserWidget :: Entered... 
2022-05-05 17:41:02,452 : 28948111 [http-nio-6789-exec-93] DEBUG com.btsl.pretups.user.businesslogic.ChannelUserDAO  - loadUserWigets :: Entered
2022-05-05 17:41:02,453 : 28948112 [http-nio-6789-exec-93] DEBUG com.btsl.pretups.user.businesslogic.ChannelUserDAO  - loadUserWigets :: Exiting loadBarredUserDetails :INC
2022-05-05 17:41:02,455 : 28948114 [http-nio-6789-exec-93] DEBUG com.btsl.pretups.roles.businesslogic.UserRolesDAO  - loadRolesListByLoginId_new :: Entered  p_categoryCode=DIST p_groupRoleFlag=N
2022-05-05 17:41:02,455 : 28948114 [http-nio-6789-exec-93] DEBUG com.btsl.pretups.roles.businesslogic.UserRolesDAO  - loadRolesListByLoginId_new :: QUERY sqlSelect= SELECT r.domain_type,r.role_code,r.role_name, r.group_name,r.status,r.sub_group_role,r.sub_group_name,r.role_type,r.from_hour, r.to_hour,r.group_role,  r.Application_id, r.Gateway_types,r.is_default  FROM category_roles cr,roles r ,categories c,domains d, user_roles ur  WHERE r.status != 'N' AND cr.category_code = ?  AND r.view_roles = 'Y'  AND cr.category_code=c.category_code  AND c.domain_code=d.domain_code  AND d.domain_type_code=r.domain_type  AND r.group_role = ?  AND ur.user_id = ?  AND ur.role_code = r.role_code    AND cr.role_code = r.role_code ORDER BY r.group_name,r.sub_group_name,r.role_name 
2022-05-05 17:41:02,461 : 28948120 [http-nio-6789-exec-93] DEBUG com.btsl.pretups.master.businesslogic.LookupsCache  - getObject() :: entered
2022-05-05 17:41:02,462 : 28948121 [http-nio-6789-exec-93] DEBUG com.btsl.pretups.master.businesslogic.LookupsCache  - getObject() :: exited2
2022-05-05 17:41:02,464 : 28948123 [http-nio-6789-exec-93] DEBUG com.btsl.pretups.master.businesslogic.LookupsCache  - getObject() :: entered
2022-05-05 17:41:02,464 : 28948123 [http-nio-6789-exec-93] DEBUG com.btsl.pretups.master.businesslogic.LookupsCache  - getObject() :: exited2
2022-05-05 17:41:02,465 : 28948124 [http-nio-6789-exec-93] DEBUG com.btsl.pretups.master.businesslogic.LookupsCache  - getObject() :: entered
2022-05-05 17:41:02,466 : 28948125 [http-nio-6789-exec-93] DEBUG com.btsl.pretups.master.businesslogic.LookupsCache  - getObject() :: exited2
2022-05-05 17:41:02,467 : 28948126 [http-nio-6789-exec-93] DEBUG com.btsl.pretups.master.businesslogic.LookupsCache  - getObject() :: entered
2022-05-05 17:41:02,468 : 28948127 [http-nio-6789-exec-93] DEBUG com.btsl.pretups.master.businesslogic.LookupsCache  - getObject() :: exited2
2022-05-05 17:41:02,469 : 28948128 [http-nio-6789-exec-93] DEBUG com.btsl.pretups.master.businesslogic.LookupsCache  - getObject() :: entered
2022-05-05 17:41:02,470 : 28948129 [http-nio-6789-exec-93] DEBUG com.btsl.pretups.master.businesslogic.LookupsCache  - getObject() :: exited2
2022-05-05 17:41:02,471 : 28948130 [http-nio-6789-exec-93] DEBUG com.btsl.pretups.master.businesslogic.LookupsCache  - getObject() :: entered
2022-05-05 17:41:02,472 : 28948131 [http-nio-6789-exec-93] DEBUG com.btsl.pretups.master.businesslogic.LookupsCache  - getObject() :: exited2
2022-05-05 17:41:02,473 : 28948132 [http-nio-6789-exec-93] DEBUG com.btsl.pretups.master.businesslogic.LookupsCache  - getObject() :: entered
2022-05-05 17:41:02,474 : 28948133 [http-nio-6789-exec-93] DEBUG com.btsl.pretups.master.businesslogic.LookupsCache  - getObject() :: exited2
2022-05-05 17:41:02,475 : 28948134 [http-nio-6789-exec-93] DEBUG com.btsl.pretups.master.businesslogic.LookupsCache  - getObject() :: entered
2022-05-05 17:41:02,475 : 28948134 [http-nio-6789-exec-93] DEBUG com.btsl.pretups.master.businesslogic.LookupsCache  - getObject() :: exited2
2022-05-05 17:41:02,476 : 28948135 [http-nio-6789-exec-93] DEBUG com.btsl.pretups.master.businesslogic.LookupsCache  - getObject() :: entered
2022-05-05 17:41:02,477 : 28948136 [http-nio-6789-exec-93] DEBUG com.btsl.pretups.master.businesslogic.LookupsCache  - getObject() :: exited2
2022-05-05 17:41:02,478 : 28948137 [http-nio-6789-exec-93] DEBUG com.btsl.pretups.master.businesslogic.LookupsCache  - getObject() :: entered
2022-05-05 17:41:02,480 : 28948139 [http-nio-6789-exec-93] DEBUG com.btsl.pretups.master.businesslogic.LookupsCache  - getObject() :: exited2
2022-05-05 17:41:02,481 : 28948140 [http-nio-6789-exec-93] DEBUG com.btsl.pretups.master.businesslogic.LookupsCache  - getObject() :: entered
2022-05-05 17:41:02,482 : 28948141 [http-nio-6789-exec-93] DEBUG com.btsl.pretups.master.businesslogic.LookupsCache  - getObject() :: exited2
